CATALOGUENUMBER;SPECIESSUMMARY;SAMPLING;TypeOfSample;NESTCOLLECTION;BDM;PLOT;COMMUNEEXTRACT;NUMBERWORKERS;X;Y;ALTITUDE;HABITAT;NUMBERQUEENS;NUMBERMALES;NUMBERLARVAE;NUMBERCOCOONS;IDENTIFIER;GENUSID;SPECISID;DATEIDENTIFICATION;CONFIRMEDID;SPECIESIDFINAL;COMMENTS;slope25;topo;south;gt_ch_100;LU18_46cl;LC18_27cl;SampleDate;SoilTemp;SoilTempAnomaly;TypeOfOpen;mixedForest;Grass;Forb;Shrub;Bare;Litter;Moss;bio1_tmean_8110;bio2_dr_8110;bio1_tmean_8110_8111;bio2_dr_8110_8111;bio5_tmaxw_8110;bio6_tminc_8110;bio7_tar_8110;bio8_twetq_8110;bio9_tdryq_8110;bio10_twarmq_8110;bio11_tcoldq_8110;bio12_p_8110;bio13_pwet_8110;bio14_pdry_8110;bio15_ps_8110;bio16_pwetq_8110;bio17_pdryq_8110;bio18_pwarmq_8110;bio19_pcoldq_8110
12172;Temn_nyla;public;NA;non;NA;NA;Essertines-sur-Yverdon;1;539844;172888;671;ForetFeuillus;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12198;Temn_nyla;public;NA;non;NA;NA;Champagne;10;540269;188105;599;ForetFeuillus;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12344;Temn_nyla;public;NA;oui;NA;NA;Dizy;11;527589;165606;591;transport;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12360;Temn_nyla;public;NA;non;NA;NA;Gingins;9;502727;141744;604;ForetFeuillus;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12458;Temn_nyla;public;NA;non;NA;NA;Gingins;1;502729;141745;604;ForetFeuillus;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
13878;Temn_nyla;public;NA;non;NA;NA;Champagne;4;540258;188075;596;ForetFeuillus;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
16103;Temn_nyla;public;NA;oui;NA;NA;Ollon;6;562785;127058;386;ForetMixe;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2020;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
16846;Temn_nyla;public;NA;NA;NA;NA;Mont-la-Ville;20;521931;166111;741;ForetFeuillus;NA;NA;NA;5;Tanja Schwander;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17054;Temn_nyla;public;NA;NA;NA;NA;Mont-la-Ville;7;522000;166066;735;ForetFeuillus;1;0;NA;10;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17077;Temn_nyla;public;NA;NA;NA;NA;Saubraz;NA;514016;152525;724;lisiere;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17095;Temn_nyla;public;NA;NA;NA;NA;Mont-la-Ville;5;522001;166066;735;ForetFeuillus;0;0;0;10;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17154;Temn_nyla;public;NA;NA;NA;NA;Essertines-sur-Rolle;1;514210;147849;701;PrairieSeche;1;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18511;Temn_nyla;public;NA;oui;NA;NA;Saubraz;4;514238;152423;716;transport;3;1;NA;NA;Sebastian Salata;Temn;Temn_nyla;2020;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18532;Temn_nyla;public;NA;non;NA;NA;Champagne;6;540198;187910;566;ForetFeuillus;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2019;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18697;Temn_nyla;public;NA;non;NA;NA;Lonay;8;529493;152962;394;lisiere;NA;NA;NA;NA;Sebastian Salata;Temn;Temn_nyla;2020;oui;Temn_nyla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9990015;Temn_nyla;scientific;soil;NA;521166;280501;NA;2;521924;165941;734;ForetFeuillus;NA;NA;NA;NA;TS;Temnothorax;Temn_nyla;2019;oui (Salata);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;2;2;5;1;822;770;3043;65230;2223;-308;2531;462;374;1636;167;129905;12988;9458;963;36268;29240;31012;32770
9990017;Temn_nyla;scientific;tree;NA;521166;280501;NA;1;521926;165940;734;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;2;2;5;1;822;770;3043;65230;2223;-308;2531;462;374;1636;167;129905;12988;9458;963;36268;29240;31012;32770
9990047;Temn_nyla;scientific;soil;NA;545190;190505;NA;8;545852;190327;595;ForetFeuillus;NA;NA;NA;NA;TS;Temnothorax;Temn_nyla;2019;oui (Salata);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;2;5;2;801;822;3171;65526;2233;-360;2593;434;360;1616;139;118188;11289;8402;829;31798;26004;29958;29772
9990064;Temn_nyla;scientific;soil;NA;521166;280501;NA;3;521927;165938;734;ForetFeuillus;1;NA;NA;1;TS;Temnothorax;Temn_nyla;2019;oui (Salata);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;2;2;5;1;822;770;3043;65230;2223;-308;2531;462;374;1636;167;129905;12988;9458;963;36268;29240;31012;32770
9990214;Temn_nyla;scientific;soil;NA;539158;130602;NA;4;539486;158477;772;ForetMixe;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;0;4;1;963;728;2915;66067;2366;-130;2496;1605;513;1789;296;125241;12339;7287;1525;34688;25404;34127;27761
9990239;Temn_nyla;scientific;soil;NA;521174;290604;NA;7;521912;174731;661;ForetMixe;NA;NA;NA;NA;TS;Temnothorax;Temn_nyla;2019;oui (Salata);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0.1;2;3;4;3;773;804;3105;65669;2179;-412;2591;413;1533;1587;113;148346;14990;10638;1004;41459;33327;34238;39875
9990254;Temn_nyla;scientific;soil;NA;509158;350104;NA;NA;509431;158581;1332;Autre;NA;NA;NA;NA;TS;Temnothorax;Temn_nyla;2019;oui (Salata);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;0;1;3;2;551;694;3002;60163;1826;-486;2312;266;1276;1309;-68;199138;20462;14094;1106;56633;44948;45577;52937
9990286;Temn_nyla;scientific;soil;NA;539158;130404;NA;2;539211;158489;771;ForetConifere;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1;0.1;0.1;1;4;4;960;728;2914;66062;2364;-133;2497;1602;511;1786;294;125136;12328;7283;1525;34660;25382;34098;27739
9990307;Temn_nyla;scientific;soil;NA;545182;180401;NA;8;545177;181914;477;ForetConifere;NA;NA;NA;NA;TS;Temnothorax;Temn_nyla;2019;oui (Salata);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;3;3;2;976;836;3126;68221;2479;-195;2674;1759;548;1824;276;94968;9210;5581;1650;27185;18756;27046;20705
9990321;Temn_nyla;scientific;soil;NA;545190;190510;NA;7;545168;190457;694;ForetFeuillus;2;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;3;2;4;1;737;812;3185;64251;2137;-413;2550;388;290;1537;88;122842;11835;8723;818;33145;27211;30915;30323
9990333;Temn_nyla;scientific;soil;NA;545182;180401;NA;8;545177;181914;477;ForetConifere;NA;NA;NA;NA;TS;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;3;3;2;976;836;3126;68221;2479;-195;2674;1759;548;1824;276;94968;9210;5581;1650;27185;18756;27046;20705
9990344;Temn_nyla;scientific;soil;NA;545190;190506;NA;7;545287;190224;624;ForetFeuillus;2;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;2;2;4;2;796;820;3173;65297;2224;-361;2585;431;354;1608;136;121330;11658;8615;822;32720;26807;30605;30789
9990409;Temn_nyla;scientific;soil;NA;503142;380603;NA;18;503611;141905;589;ForetMixe;1;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;0;4;5;3;886;798;3107;65854;2340;-228;2568;512;442;1711;223;118892;12369;8039;1343;35208;26480;26656;32610
9990553;Temn_nyla;scientific;soil;NA;521174;290404;NA;6;521585;174360;725;ForetConifere;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;3;3;3;1;751;809;3120;65506;2154;-440;2594;395;1510;1563;91;150052;15262;10698;1037;42129;33511;34492;38986
9990578;Temn_nyla;scientific;soil;NA;509150;330501;NA;9;509877;150604;954;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;4;2;3;1;724;750;3062;63394;2092;-358;2450;386;266;1520;84;127848;13274;8813;1235;37227;28506;29196;32967
9990583;Temn_nyla;scientific;soil;NA;515158;310503;NA;6;515883;157905;829;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1;1;1;2;4;2;681;728;3040;62229;2015;-378;2393;362;1422;1462;48;162144;17508;11266;1292;46846;35786;36500;43826
9990584;Temn_nyla;scientific;soil;NA;509150;330601;NA;9;509916;150694;953;ForetMixe;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1;3;3;2;3;2;720;750;3061;63368;2086;-363;2449;382;262;1515;80;129381;13430;8913;1231;37652;28876;29552;33393
9990701;Temn_nyla;scientific;soil;NA;503142;380605;NA;23;503227;141901;601;ForetMixe;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;4;2;4;5;3;874;794;3104;65656;2321;-237;2558;502;428;1696;213;121526;12657;8246;1339;35982;27129;27203;33372
9990737;Temn_nyla;scientific;soil;NA;503142;380505;NA;12;503057;142776;678;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1;1;3;2;4;3;805;775;3093;64563;2217;-289;2506;448;1614;1614;158;130476;13541;8990;1296;38458;29253;29253;33808
9990761;Temn_nyla;scientific;soil;NA;545182;180601;NA;5;545114;182059;493;ForetMixe;NA;NA;NA;NA;TS;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;2;3;3;0;975;837;3130;68208;2477;-196;2673;1758;546;1822;275;94780;9187;5571;1649;27123;18720;26985;20664
9990799;Temn_nyla;scientific;soil;NA;503142;380501;NA;10;503395;142432;633;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1;0.1;3;3;3;2;836;785;3100;65086;2265;-267;2532;472;387;1651;183;122744;12771;8358;1327;36302;27404;27513;33665
9990804;Temn_nyla;scientific;soil;NA;521150;320901;NA;9;521127;149952;491;lisiere;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;3;1;3;0.1;1024;764;2963;67267;2479;-98;2577;633;582;1866;343;107301;10451;7578;1052;29170;23305;26815;26516
9990809;Temn_nyla;scientific;soil;NA;503142;380402;NA;9;502948;142520;673;ForetConifere;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;1;5;2;802;773;3091;64498;2212;-290;2502;446;1611;1611;156;129737;13498;8925;1310;38297;29012;29012;33687
9990810;Temn_nyla;scientific;soil;NA;503142;380402;NA;7;502948;142515;673;ForetConifere;NA;1;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;1;5;2;802;773;3091;64498;2212;-290;2502;446;1611;1611;156;129737;13498;8925;1310;38297;29012;29012;33687
9990868;Temn_nyla;scientific;soil;NA;539174;250901;NA;4;538976;173894;612;lisiere;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;2;3;3;0.1;935;805;3086;67035;2395;-213;2608;1592;501;1769;252;101888;9741;6201;1439;28470;20624;28249;22853
9990889;Temn_nyla;scientific;soil;NA;569198;170501;NA;NA;569607;197987;495;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;4;3;3;0.1;1000;796;3004;68947;2492;-158;2650;1858;568;1858;292;101831;10578;5954;1679;29761;20938;29761;21969
9990894;Temn_nyla;scientific;tree;NA;563190;160116;NA;5;562975;190844;440;Autre;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;3;2;1;988;867;3178;69295;2530;-198;2728;1850;558;1850;275;96113;9669;5504;1747;28012;19606;28012;20319
9990942;Temn_nyla;scientific;soil;NA;521166;280501;NA;22;521926;165932;734;ForetFeuillus;1;NA;NA;10;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;2;2;5;1;824;770;3041;65260;2225;-307;2532;463;375;1638;168;129834;12980;9451;962;36245;29222;31001;32751
9990964;Temn_nyla;scientific;soil;NA;557134;60402;NA;12;557825;134738;376;ForetConifere;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;4;1;3;2;1034;850;3200;66736;2487;-170;2657;1863;610;1863;352;109721;11677;6703;1867;34447;22214;34447;23233
9990966;Temn_nyla;scientific;soil;NA;527174;240501;NA;10;527258;174045;636;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0.1;2;3;4;2;894;779;3045;66041;2318;-240;2558;1539;457;1714;223;104292;9698;7333;1009;27828;22237;27128;25437
9990988;Temn_nyla;scientific;soil;NA;503142;380602;NA;3;503318;142774;670;ForetMixe;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;2;5;2;814;779;3097;64733;2232;-283;2515;455;364;1625;166;126440;13124;8663;1305;37309;28269;28387;32730
9991073;Temn_nyla;scientific;soil;NA;503142;380510;NA;6;503418;142004;599;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;5;5;2;868;793;3104;65590;2313;-242;2555;498;422;1690;209;120448;12536;8166;1338;35657;26856;26994;33046
9991110;Temn_nyla;scientific;soil;NA;545182;180901;NA;7;545054;182418;474;lisiere;NA;NA;NA;NA;TS;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;3;2;3;1;980;836;3124;68265;2483;-192;2675;1763;551;1828;279;94583;9166;5564;1647;27062;18683;26922;20623
9991125;Temn_nyla;scientific;soil;NA;527158;270501;NA;8;527670;158828;503;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0.1;3;1;5;0.1;1045;723;2858;67073;2468;-62;2530;1701;603;1883;365;97411;9650;6387;1354;26629;19924;25769;22768
9991128;Temn_nyla;scientific;soil;NA;545190;190501;NA;10;545832;190534;648;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;3;3;1;751;815;3180;64652;2159;-405;2564;397;306;1555;100;117611;11222;8359;833;31640;25847;29840;28710
9991166;Temn_nyla;scientific;tree;NA;563190;160116;NA;6;562977;190843;440;Autre;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;3;2;1;988;867;3178;69295;2530;-198;2728;1850;558;1850;275;96113;9669;5504;1747;28012;19606;28012;20319
9991169;Temn_nyla;scientific;soil;NA;503142;380403;NA;14;503420;142344;622;ForetConifere;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0.1;3;2;4;2;847;788;3101;65255;2282;-258;2540;481;399;1665;192;122171;12712;8311;1329;36139;27264;27387;33506
9991199;Temn_nyla;scientific;soil;NA;569198;170901;NA;16;569170;197939;551;lisiere;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;3;2;2;1;990;786;2981;68802;2474;-162;2636;1846;558;1846;285;101533;10510;5940;1676;29652;20853;29652;21915
9991270;Temn_nyla;scientific;soil;NA;521150;320901;NA;9;521122;149950;493;lisiere;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;3;1;3;0.1;1024;764;2963;67267;2479;-98;2577;633;582;1866;343;107301;10451;7578;1052;29170;23305;26815;26516
9991382;Temn_nyla;scientific;soil;NA;503142;380509;NA;5;503923;142238;609;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;0;4;5;0;874;796;3110;65660;2322;-237;2559;502;428;1696;214;117589;12191;7962;1328;34762;26126;26467;32140
9991451;Temn_nyla;scientific;soil;NA;521174;290604;NA;9;521910;174730;661;ForetMixe;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0.1;2;3;4;3;772;805;3105;65662;2178;-415;2593;412;1532;1585;111;148574;15017;10654;1004;41519;33368;34285;39938
9991477;Temn_nyla;scientific;soil;NA;545150;120601;NA;9;545159;150786;740;ForetMixe;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;2;2;5;1;957;732;2935;65867;2359;-136;2495;1597;508;1780;294;123056;12094;7352;1597;34105;25210;33985;26935
9991478;Temn_nyla;scientific;soil;NA;521174;290402;NA;9;521720;174629;629;ForetConifere;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;3;1;4;3;767;807;3106;65697;2173;-424;2597;407;1527;1580;106;149815;15188;10731;1016;41905;33549;34522;38899
9991488;Temn_nyla;scientific;soil;NA;503142;380403;NA;7;503421;142338;622;ForetConifere;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0.1;3;2;4;2;847;788;3101;65255;2282;-258;2540;481;399;1665;192;122171;12712;8311;1329;36139;27264;27387;33506
9991531;Temn_nyla;scientific;soil;NA;503142;380503;NA;14;503088;142694;676;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0.1;3;2;5;2;804;775;3093;64559;2216;-290;2506;447;1613;1613;157;129058;13408;8872;1304;38075;28918;28918;33459
9991640;Temn_nyla;scientific;soil;NA;521174;290604;NA;9;521909;174733;661;ForetMixe;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0.1;2;3;4;3;772;805;3104;65683;2179;-414;2593;412;1532;1586;112;148641;15019;10660;1003;41525;33390;34302;39945
9991679;Temn_nyla;scientific;soil;NA;539174;250601;NA;5;539621;174189;638;ForetMixe;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;4;2;5;1;929;810;3100;66984;2390;-221;2611;1585;495;1762;246;102206;9768;6218;1436;28544;20703;28319;22925
9991692;Temn_nyla;scientific;soil;NA;569198;170501;NA;NA;569603;197992;503;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;4;3;3;0.1;1000;796;3004;68947;2492;-158;2650;1858;568;1858;292;101822;10576;5953;1680;29757;20935;29757;21966
9991717;Temn_nyla;scientific;soil;NA;503142;380509;NA;9;503932;142244;604;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;0;4;5;0;874;796;3110;65660;2322;-237;2559;502;428;1696;214;117589;12191;7962;1328;34762;26126;26467;32140
9991730;Temn_nyla;scientific;soil;NA;569198;170402;NA;11;569046;198478;557;ForetConifere;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;4;2;3;2;993;783;2972;68807;2476;-159;2635;1849;561;1849;288;100399;10286;5918;1649;29198;20515;29198;21830
9991755;Temn_nyla;scientific;soil;NA;503142;380501;NA;8;503398;142436;633;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1;0.1;3;3;3;2;832;784;3101;65026;2259;-270;2529;469;383;1647;180;122885;12785;8369;1327;36342;27437;27544;33703
9991845;Temn_nyla;scientific;soil;NA;545182;180501;NA;7;545116;181968;491;ForetFeuillus;NA;NA;NA;NA;TS;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;5;2;3;1;974;837;3129;68214;2477;-197;2674;1757;546;1822;274;94836;9198;5575;1650;27149;18727;27009;20677
9992138;Temn_nyla;scientific;soil;NA;563190;160501;NA;11;563731;189900;440;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0.1;4;3;0.1;0;990;869;3183;69311;2533;-197;2730;1852;560;1852;276;95191;9597;5445;1766;27822;19367;27822;20069
9992149;Temn_nyla;scientific;soil;NA;569198;170501;NA;NA;569599;197990;495;ForetFeuillus;NA;NA;NA;NA;Salata;Temnothorax;Temn_nyla;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;4;3;3;0.1;1000;796;3004;68947;2492;-158;2650;1858;568;1858;292;101822;10576;5953;1680;29757;20935;29757;21966
