CATALOGUENUMBER;SPECIESSUMMARY;SAMPLING;TypeOfSample;NESTCOLLECTION;BDM;PLOT;COMMUNEEXTRACT;NUMBERWORKERS;X;Y;ALTITUDE;HABITAT;NUMBERQUEENS;NUMBERMALES;NUMBERLARVAE;NUMBERCOCOONS;IDENTIFIER;GENUSID;SPECISID;DATEIDENTIFICATION;CONFIRMEDID;SPECIESIDFINAL;COMMENTS;slope25;topo;south;gt_ch_100;LU18_46cl;LC18_27cl;SampleDate;SoilTemp;SoilTempAnomaly;TypeOfOpen;mixedForest;Grass;Forb;Shrub;Bare;Litter;Moss;bio1_tmean_8110;bio2_dr_8110;bio1_tmean_8110_8111;bio2_dr_8110_8111;bio5_tmaxw_8110;bio6_tminc_8110;bio7_tar_8110;bio8_twetq_8110;bio9_tdryq_8110;bio10_twarmq_8110;bio11_tcoldq_8110;bio12_p_8110;bio13_pwet_8110;bio14_pdry_8110;bio15_ps_8110;bio16_pwetq_8110;bio17_pdryq_8110;bio18_pwarmq_8110;bio19_pcoldq_8110
14358;Form_lema;public;NA;oui;NA;NA;Le Lieu;4;509014;168146;1298;Autre;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14388;Form_lema;public;NA;oui;NA;NA;Ormont-Dessous;10;575426;139130;1490;lisiere;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14389;Form_lema;public;NA;oui;NA;NA;Ormont-Dessous;9;573453;140116;1544;transport;NA;NA;NA;NA;AF & TS;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14410;Form_lema;public;NA;oui;NA;NA;Gryon;7;575236;128473;1550;lisiere;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14430;Form_lema;public;NA;oui;NA;NA;Ormont-Dessous;14;573725;136362;1576;transport;NA;NA;NA;NA;AF & TS;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14454;Form_lema;public;NA;oui;NA;NA;Ormont-Dessous;11;574171;139757;1396;zalluviale;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14530;Form_lema;public;NA;non;NA;NA;Bex;1;580902;126287;2040;Autre;NA;NA;NA;NA;Philippe Wegnez;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14539;Form_lema;public;NA;non;NA;NA;Provence;7;542573;192994;1058;Autre;NA;NA;NA;NA;Philippe Wegnez;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14566;Form_lema;public;NA;non;NA;NA;Provence;3;541513;192850;1130;lisiere;NA;NA;NA;NA;Philippe Wegnez;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14687;Form_lema;public;NA;non;NA;NA;Le Chenit;3;508271;157744;1330;Autre;NA;NA;NA;2;Philippe Wegnez;Form Serv;Form_lema;2019;oui;Form_lema;1 Cocon d'ouvrière + 1 cocon de sexué;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15341;Form_lema;public;NA;oui;NA;NA;Vaulion;7;518620;169460;1067;ForetConifere;NA;NA;NA;1;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15695;Form_lema;public;NA;oui;NA;NA;Le Chenit;5;500291;157491;1201;ForetConifere;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15800;Form_lema;public;NA;non;NA;NA;Sainte-Croix;10;528761;186346;1136;ZoneConstruite;NA;NA;NA;NA;Philippe Wegnez;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15815;Form_lema;public;NA;non;NA;NA;Sainte-Croix;7;528782;186346;1133;ZoneConstruite;NA;NA;NA;NA;Philippe Wegnez;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
16154;Form_lema;public;NA;non;NA;NA;Bassins;4;503674;152358;1306;ForetConifere;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
16203;Form_lema;public;NA;oui;NA;NA;Marchissy;5;506830;151399;1217;ForetMixe;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
16216;Form_lema;public;NA;oui;NA;NA;Mont-la-Ville;2;518768;167842;1194;Autre;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
16281;Form_lema;public;NA;oui;NA;NA;Ormont-Dessous;4;573975;138588;1437;marais;NA;NA;NA;1;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
16413;Form_lema;public;NA;oui;NA;NA;Bassins;4;503673;152216;1298;PrairieSeche;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
16427;Form_lema;public;NA;oui;NA;NA;Ormont-Dessous;2;573528;140001;1489;lisiere;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
16471;Form_lema;public;NA;oui;NA;NA;Ormont-Dessous;6;573687;140193;1446;ForetConifere;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17021;Form_lema;public;NA;oui;NA;NA;Vaulion;3;517446;171265;1319;transport;NA;NA;NA;NA;AF & TS;Form Serv;Form_lema;2019;oui;Form_lema; zone échantillonnée par différents étudiants du cours bioindication;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17093;Form_lema;public;NA;oui;NA;NA;Vaulion;4;517446;171265;1319;NA;NA;NA;NA;NA;Anne Freitag;Form;Form_lema;2020;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17103;Form_lema;public;NA;oui;NA;NA;Vaulion;2;517446;171265;1319;NA;NA;NA;NA;NA;Anne Freitag;Form;Form_lema;2020;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17186;Form_lema;public;NA;NA;NA;NA;Ormont-Dessous;NA;573488;139954;1496;lisiere;NA;NA;NA;NA;Tanja Schwander;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17235;Form_lema;public;NA;NA;NA;NA;Saubraz;6;514016;152525;724;lisiere;NA;NA;NA;NA;Claude Lebas;Form Serv;Form_lema;2019;oui;Form_lema;Collected by Lebas, within 500m of GPS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17250;Form_lema;public;NA;NA;NA;NA;Saint-Légier-La Chiésaz;NA;560229;149874;1184;Autre;NA;NA;NA;NA;Tanja Schwander;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17661;Form_lema;public;NA;oui;NA;NA;Ormont-Dessous;14;574987;136269;2321;Autre;NA;NA;NA;1;Philippe Wegnez;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17685;Form_lema;public;NA;oui;NA;NA;Ormont-Dessous;11;575191;136640;2079;Autre;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17910;Form_lema;public;NA;oui;NA;NA;Ormont-Dessous;10;572894;138540;1635;Autre;NA;NA;NA;3;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18111;Form_lema;public;NA;oui;NA;NA;Arzier-Le Muids;30;501654;149375;1274;Autre;NA;NA;NA;4;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18202;Form_lema;public;NA;oui;NA;NA;Montricher;6;512838;160297;1626;PrairieSeche;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18237;Form_lema;public;NA;non;NA;NA;Arzier-Le Muids;7;502756;152072;1414;Autre;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18342;Form_lema;public;NA;oui;NA;NA;Montricher;5;512837;160282;1629;PrairieSeche;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18426;Form_lema;public;NA;oui;NA;NA;Arzier-Le Muids;11;500571;150159;1521;Autre;NA;NA;5;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18446;Form_lema;public;NA;oui;NA;NA;Arzier-Le Muids;28;499948;148912;1380;Autre;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18473;Form_lema;public;NA;oui;NA;NA;Arzier-Le Muids;5;501442;148966;1294;Autre;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;1 ouvrière sans poil sur thorax;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18579;Form_lema;public;NA;oui;NA;NA;Arzier-Le Muids;6;501968;147974;1267;ForetMixe;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18794;Form_lema;public;NA;oui;NA;NA;Montricher;8;515361;161259;1462;Autre;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18887;Form_lema;public;NA;oui;NA;NA;Bière;5;511624;156173;1317;ForetConifere;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18922;Form_lema;public;NA;non;NA;NA;Mauborget;4;536437;189936;1207;transport;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
19587;Form_lema;public;NA;oui;NA;NA;Ormont-Dessous;18;570944;131865;1441;Autre;1;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;reine désailée;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
19700;Form_lema;public;NA;oui;NA;NA;Ollon;18;570564;131131;1600;Autre;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
19750;Form_lema;public;NA;oui;NA;NA;Le Lieu;7;509014;168146;1298;Autre;NA;NA;NA;2;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20033;Form_lema;public;NA;non;NA;NA;Le Chenit;4;507034;165029;1212;ForetMixe;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;avec 2 ouvrières très petites: colonie débutante ?;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20125;Form_lema;public;NA;oui;NA;NA;L'Abergement;2;524241;180089;1359;Autre;NA;NA;NA;1;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20151;Form_lema;public;NA;oui;NA;NA;L'Abergement;15;524241;180089;1359;Autre;NA;NA;NA;2;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20169;Form_lema;public;NA;oui;NA;NA;Rougemont;10;582318;153389;1914;Autre;NA;NA;NA;4;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20202;Form_lema;public;NA;oui;NA;NA;L'Abergement;11;524241;180089;1359;Autre;NA;NA;NA;3;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20218;Form_lema;public;NA;non;NA;NA;Rougemont;1;582241;152548;1698;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20230;Form_lema;public;NA;oui;NA;NA;Le Chenit;12;507034;165029;1212;ForetMixe;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20942;Form_lema;public;NA;non;NA;NA;Le Lieu;2;514348;168572;1048;lisiere;NA;NA;NA;NA;Anne Freitag;Form Serv;Form_lema;2019;oui;Form_lema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9990022;Form_lema;scientific;soil;NA;509158;350111;NA;NA;509929;157904;1384;Autre;NA;NA;NA;NA;TS;Formica;Form_lema;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;0;0.1;0;0.1;545;688;2993;59941;1814;-486;2300;262;1269;1300;-72;195244;20018;13628;1090;55598;44562;45222;51497
9990038;Form_lema;scientific;soil;NA;57201203;410903;NA;10;572168;121111;1592;lisiere;NA;NA;NA;NA;TS;Formica;Form_lema;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;1;1;1;2;582;816;3350;60542;1920;-516;2436;1336;121;1336;-41;163631;16846;11487;1353;48881;36053;48881;37746
9990046;Form_lema;scientific;soil;NA;57711503;430107;NA;10;577042;150442;1986;Autre;NA;NA;NA;NA;TS;Formica;Form_lema;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;0;2;2;0;367;693;3178;55161;1547;-634;2181;1057;-112;1057;-208;148006;15134;9521;1399;43781;31781;43781;36051
9990051;Form_lema;scientific;soil;NA;509158;350107;NA;NA;509439;157978;1336;Autre;NA;NA;NA;NA;TS;Formica;Form_lema;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;0;2;0;1;551;692;2999;60105;1824;-485;2309;265;1275;1307;-68;196869;20192;13848;1092;55985;44694;45299;52179
9990056;Form_lema;scientific;soil;NA;57201203;410401;NA;10;572153;120567;1803;ForetConifere;NA;NA;NA;NA;TS;Formica;Form_lema;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;3;2;2;499;789;3310;59277;1803;-580;2383;1238;30;1238;-114;172910;17752;12275;1323;51431;38114;51431;40177
9990058;Form_lema;scientific;soil;NA;509158;350102;NA;NA;509358;158034;1335;Autre;NA;NA;NA;NA;TS;Formica;Form_lema;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;2;0;0;2;551;693;2999;60113;1825;-485;2310;266;1276;1308;-67;198160;20334;13980;1097;56340;44872;45489;52596
9990074;Form_lema;scientific;soil;NA;509158;350112;NA;NA;509648;158313;1343;Autre;NA;NA;NA;NA;TS;Formica;Form_lema;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;0;2;0;1;549;693;3001;60076;1822;-486;2308;264;1274;1306;-69;197738;20294;13905;1094;56226;44888;45511;52442
9990075;Form_lema;scientific;soil;NA;581134;40105;NA;NA;581734;134437;1773;Autre;NA;NA;NA;NA;TS;Formica;Form_lema;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;1;0.1;0.1;397;825;3462;57803;1688;-696;2384;1115;-80;1115;-205;191268;18986;12768;1257;55745;42023;55745;46624
9990081;Form_lema;scientific;soil;NA;509158;350107;NA;NA;509436;157979;1336;Autre;NA;NA;NA;NA;TS;Formica;Form_lema;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;0;2;0;1;551;692;3000;60092;1824;-484;2308;265;1275;1307;-68;197061;20212;13866;1093;56037;44723;45330;52240
9990094;Form_lema;scientific;soil;NA;509158;350111;NA;NA;509931;157901;1384;Autre;NA;NA;NA;NA;TS;Formica;Form_lema;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;0;0.1;0;0.1;545;688;2993;59941;1814;-486;2300;262;1269;1300;-72;195244;20018;13628;1090;55598;44562;45222;51497
9990098;Form_lema;scientific;soil;NA;509158;350114;NA;NA;509430;158387;1357;Autre;NA;NA;NA;NA;TS;Formica;Form_lema;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;0;1;3;3;550;694;3002;60099;1824;-486;2310;265;1274;1306;-68;198945;20435;14069;1103;56574;44942;45569;52863
9990100;Form_lema;scientific;soil;NA;509158;350111;NA;NA;509931;157903;1384;Autre;NA;NA;NA;NA;TS;Formica;Form_lema;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;0;0.1;0;0.1;545;688;2993;59941;1814;-486;2300;262;1269;1300;-72;195244;20018;13628;1090;55598;44562;45222;51497
9990112;Form_lema;scientific;soil;NA;509158;351204;NA;NA;509914;158126;1384;PrairieSeche;NA;NA;NA;NA;TS;Formica;Form_lema;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;0;2;0;1;545;689;2995;59962;1815;-487;2302;262;1269;1300;-72;197699;20270;13813;1087;56247;45109;45818;52199
9990154;Form_lema;scientific;soil;NA;509158;350112;NA;NA;509646;158313;1343;Autre;NA;NA;NA;NA;TS;Formica;Form_lema;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;0;2;0;1;549;693;3001;60076;1822;-486;2308;264;1274;1306;-69;197738;20294;13905;1094;56226;44888;45511;52442
9990155;Form_lema;scientific;soil;NA;509158;350902;NA;NA;509493;158162;1343;lisiere;NA;NA;NA;NA;TS;Formica;Form_lema;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;0.1;1;0;1;550;693;3000;60098;1823;-486;2309;265;1274;1306;-68;197927;20316;13948;1096;56279;44856;45472;52525
